name,microseconds
2_8,156.303000
8_14,156.753000
8_14_null_2,145.402000
8_14_null_10,166.560000
8_14_null_100,160.772000
2_8,156.341000
8_14,156.689000
8_14_null_2,145.421000
8_14_null_10,166.699000
8_14_null_100,160.510000
2_8,156.289000
8_14,156.749000
8_14_null_2,145.613000
8_14_null_10,166.707000
8_14_null_100,160.675000
2_8,156.906000
8_14,156.328000
8_14_null_2,145.405000
8_14_null_10,166.890000
8_14_null_100,160.724000
2_8,156.260000
8_14,156.698000
8_14_null_2,145.333000
8_14_null_10,166.577000
8_14_null_100,160.606000
2_8,156.309000
8_14,156.673000
8_14_null_2,145.421000
8_14_null_10,166.964000
8_14_null_100,160.503000
2_8,156.402000
8_14,156.644000
8_14_null_2,145.815000
8_14_null_10,166.763000
8_14_null_100,160.568000
2_8,156.395000
8_14,156.775000
8_14_null_2,145.859000
8_14_null_10,167.095000
8_14_null_100,160.779000
2_8,156.381000
8_14,156.901000
8_14_null_2,145.747000
8_14_null_10,166.631000
8_14_null_100,160.643000
2_8,156.336000
8_14,156.653000
8_14_null_2,147.960000
8_14_null_10,167.010000
8_14_null_100,160.409000
2_8,156.294000
8_14,156.675000
8_14_null_2,145.754000
8_14_null_10,166.943000
8_14_null_100,160.619000
2_8,156.337000
8_14,156.802000
8_14_null_2,146.068000
8_14_null_10,166.633000
8_14_null_100,160.544000
2_8,156.751000
8_14,156.173000
8_14_null_2,145.715000
8_14_null_10,166.819000
8_14_null_100,160.603000
2_8,156.294000
8_14,156.818000
8_14_null_2,145.947000
8_14_null_10,166.790000
8_14_null_100,160.598000
2_8,156.361000
8_14,156.908000
8_14_null_2,145.652000
8_14_null_10,166.562000
8_14_null_100,160.604000
2_8,156.304000
8_14,156.845000
8_14_null_2,145.742000
8_14_null_10,166.456000
8_14_null_100,160.652000
2_8,156.372000
8_14,156.780000
8_14_null_2,145.424000
8_14_null_10,167.049000
8_14_null_100,160.735000
2_8,156.999000
8_14,156.186000
8_14_null_2,145.741000
8_14_null_10,166.821000
8_14_null_100,160.634000
2_8,156.344000
8_14,156.712000
8_14_null_2,146.491000
8_14_null_10,166.818000
8_14_null_100,160.610000
2_8,156.293000
8_14,155.722000
8_14_null_2,145.378000
8_14_null_10,165.934000
8_14_null_100,160.661000
2_8,155.101000
8_14,156.709000
8_14_null_2,146.089000
8_14_null_10,166.701000
8_14_null_100,160.788000
2_8,156.338000
8_14,156.725000
8_14_null_2,145.674000
8_14_null_10,166.950000
8_14_null_100,160.703000
2_8,156.727000
8_14,156.217000
8_14_null_2,145.395000
8_14_null_10,166.752000
8_14_null_100,160.707000
2_8,156.312000
8_14,156.776000
8_14_null_2,145.710000
8_14_null_10,166.372000
8_14_null_100,160.659000
2_8,156.306000
8_14,156.924000
8_14_null_2,145.706000
8_14_null_10,166.961000
8_14_null_100,160.606000
2_8,156.283000
8_14,156.745000
8_14_null_2,146.171000
8_14_null_10,167.173000
8_14_null_100,160.653000
2_8,156.398000
8_14,156.804000
8_14_null_2,145.685000
8_14_null_10,167.133000
8_14_null_100,160.693000
2_8,156.911000
8_14,156.243000
8_14_null_2,148.093000
8_14_null_10,167.118000
8_14_null_100,160.800000
2_8,156.488000
8_14,156.907000
8_14_null_2,146.337000
8_14_null_10,167.405000
8_14_null_100,160.582000
2_8,156.325000
8_14,156.679000
8_14_null_2,146.142000
8_14_null_10,166.899000
8_14_null_100,160.636000
2_8,156.354000
8_14,156.793000
8_14_null_2,147.005000
8_14_null_10,167.434000
8_14_null_100,161.001000
2_8,156.220000
8_14,156.649000
8_14_null_2,145.421000
8_14_null_10,166.271000
8_14_null_100,160.695000
2_8,155.036000
8_14,156.620000
8_14_null_2,150.176000
8_14_null_10,170.159000
8_14_null_100,160.846000
2_8,156.365000
8_14,156.275000
8_14_null_2,150.426000
8_14_null_10,169.517000
8_14_null_100,160.738000
2_8,154.611000
8_14,156.789000
8_14_null_2,145.361000
8_14_null_10,166.595000
8_14_null_100,160.772000
2_8,156.365000
8_14,156.922000
8_14_null_2,145.752000
8_14_null_10,166.821000
8_14_null_100,160.833000
2_8,156.330000
8_14,156.884000
8_14_null_2,145.754000
8_14_null_10,167.076000
8_14_null_100,160.583000
2_8,156.277000
8_14,156.857000
8_14_null_2,146.356000
8_14_null_10,167.129000
8_14_null_100,160.670000
2_8,156.380000
8_14,156.803000
8_14_null_2,146.209000
8_14_null_10,166.957000
8_14_null_100,160.734000
2_8,156.349000
8_14,156.941000
8_14_null_2,146.057000
8_14_null_10,167.112000
8_14_null_100,160.641000
2_8,156.341000
8_14,156.717000
8_14_null_2,146.039000
8_14_null_10,166.993000
8_14_null_100,160.720000
2_8,156.883000
8_14,156.251000
8_14_null_2,146.395000
8_14_null_10,167.199000
8_14_null_100,160.703000
2_8,156.293000
8_14,156.717000
8_14_null_2,146.545000
8_14_null_10,166.925000
8_14_null_100,160.727000
2_8,156.332000
8_14,156.843000
8_14_null_2,146.696000
8_14_null_10,167.434000
8_14_null_100,160.668000
2_8,156.362000
8_14,156.698000
8_14_null_2,147.174000
8_14_null_10,167.404000
8_14_null_100,160.566000
2_8,156.319000
8_14,156.976000
8_14_null_2,145.696000
8_14_null_10,165.824000
8_14_null_100,160.629000
2_8,156.840000
8_14,156.181000
8_14_null_2,145.382000
8_14_null_10,166.255000
8_14_null_100,160.815000
2_8,156.263000
8_14,156.830000
8_14_null_2,145.431000
8_14_null_10,166.595000
8_14_null_100,160.561000
2_8,155.993000
8_14,156.892000
8_14_null_2,146.376000
8_14_null_10,167.147000
8_14_null_100,160.635000
2_8,156.328000
8_14,156.754000
8_14_null_2,146.959000
8_14_null_10,167.528000
8_14_null_100,160.647000
2_8,156.333000
8_14,156.887000
8_14_null_2,146.701000
8_14_null_10,167.557000
8_14_null_100,160.689000
2_8,156.898000
8_14,156.221000
8_14_null_2,146.635000
8_14_null_10,167.255000
